numero,data_pedido,hora_pedido,cliente,endereco,telefone,tipo_entrega,valor_pizza,valor_borda,valor_refrigerante,valor_entrega,valor_total,hora_entrega,tempo
1075,2011-12-15,19:39:00,"Cliente 1075","Endereco 1075",00-000-1074,Buscar,36,0,0,0,36,20:20:00,00:41:00
1076,2011-12-15,20:57:00,"Cliente 1076","Endereco 1076",00-000-1075,Buscar,36,0,4.5,0,40.5,21:30:00,00:33:00
1077,2011-12-15,21:00:00,"Cliente 1077","Endereco 1077",00-000-1076,Entrega,28,0,0,2.5,30.5,21:50:00,00:50:00
1078,2011-12-15,23:29:00,"Cliente 1078","Endereco 1078",00-000-1077,Buscar,28,0,0,0,28,23:55:00,00:26:00
1079,2011-12-17,18:00:00,"Cliente 1079","Endereco 1079",00-000-1078,Buscar,21,0,5,0,26,18:50:00,00:50:00
1080,2011-12-17,18:40:00,"Cliente 1080","Endereco 1080",00-000-1079,Entrega,18,0,0,2.5,20.5,19:00:00,00:20:00
1081,2011-12-17,18:42:00,"Cliente 1081","Endereco 1081",00-000-1080,Entrega,32,2.5,0,2.5,37,19:30:00,00:48:00
1082,2011-12-17,18:50:00,"Cliente 1082","Endereco 1082",00-000-1081,Buscar,30,0,0,0,30,19:45:00,00:55:00
1083,2011-12-17,19:07:00,"Cliente 1083","Endereco 1083",00-000-1082,Entrega,30,0,4.5,2.5,37,20:00:00,00:53:00
1084,2011-12-17,19:10:00,"Cliente 1084","Endereco 1084",00-000-1083,Entrega,30,0,0,2.5,32.5,20:00:00,00:50:00
1085,2011-12-17,19:19:00,"Cliente 1085","Endereco 1085",00-000-1084,Buscar,36,0,0,0,36,20:10:00,00:51:00
1086,2011-12-17,19:30:00,"Cliente 1086","Endereco 1086",00-000-1085,Entrega,22,0,0,2.5,24.5,20:20:00,00:50:00
1087,2011-12-17,20:02:00,"Cliente 1087","Endereco 1087",00-000-1086,Entrega,20,0,0,2.5,22.5,20:55:00,00:53:00
1088,2011-12-17,20:10:00,"Cliente 1088","Endereco 1088",00-000-1087,Entrega,23,0,0,2.5,25.5,21:00:00,00:50:00
1089,2011-12-17,20:18:00,"Cliente 1089","Endereco 1089",00-000-1088,Entrega,22,0,4.5,2.5,29,21:00:00,00:42:00
1090,2011-12-17,20:22:00,"Cliente 1090","Endereco 1090",00-000-1089,Buscar,22,0,0,0,22,21:00:00,00:38:00
1091,2011-12-17,20:31:00,"Cliente 1091","Endereco 1091",00-000-1090,Buscar,30,2.5,0,0,32.5,21:00:00,00:29:00
1092,2011-12-17,20:32:00,"Cliente 1092","Endereco 1092",00-000-1091,Entrega,28,0,0,2.5,30.5,21:20:00,00:48:00
1093,2011-12-17,20:39:00,"Cliente 1093","Endereco 1093",00-000-1092,Entrega,26,2.5,0,2.5,31,21:30:00,00:51:00
1094,2011-12-17,20:43:00,"Cliente 1094","Endereco 1094",00-000-1093,Entrega,32,0,4,2.5,38.5,21:30:00,00:47:00
1095,2011-12-17,20:46:00,"Cliente 1095","Endereco 1095",00-000-1094,Buscar,23,0,0,0,23,21:30:00,00:44:00
1096,2011-12-17,20:50:00,"Cliente 1096","Endereco 1096",00-000-1095,Buscar,30,0,0,0,30,21:40:00,00:50:00
1097,2011-12-17,20:51:00,"Cliente 1097","Endereco 1097",00-000-1096,Buscar,30,0,0,0,30,21:30:00,00:39:00
1098,2011-12-17,20:57:00,"Cliente 1098","Endereco 1098",00-000-1097,Entrega,32,0,4.5,2.5,39,21:27:00,00:30:00
1099,2011-12-17,20:58:00,"Cliente 1099","Endereco 1099",00-000-1098,Buscar,30,0,0,0,30,21:30:00,00:32:00
1100,2011-12-17,21:01:00,"Cliente 1100","Endereco 1100",00-000-1099,Entrega,26,0,0,2.5,28.5,21:40:00,00:39:00
1101,2011-12-17,21:10:00,"Cliente 1101","Endereco 1101",00-000-1100,Entrega,30,0,0,2.5,32.5,21:50:00,00:40:00
1102,2011-12-17,21:15:00,"Cliente 1102","Endereco 1102",00-000-1101,Entrega,36,0,0,2.5,38.5,22:00:00,00:45:00
1103,2011-12-17,21:23:00,"Cliente 1103","Endereco 1103",00-000-1102,Buscar,20,0,0,0,20,22:10:00,00:47:00
1104,2011-12-17,21:36:00,"Cliente 1104","Endereco 1104",00-000-1103,Entrega,20,0,0,2.5,22.5,22:15:00,00:39:00
1105,2011-12-17,21:39:00,"Cliente 1105","Endereco 1105",00-000-1104,Entrega,32,0,0,2.5,34.5,22:10:00,00:31:00
1106,2011-12-17,21:50:00,"Cliente 1106","Endereco 1106",00-000-1105,Entrega,22,0,0,2.5,24.5,22:30:00,00:40:00
1107,2011-12-17,22:06:00,"Cliente 1107","Endereco 1107",00-000-1106,Entrega,30,0,0,2.5,32.5,22:40:00,00:34:00
1108,2011-12-17,22:19:00,"Cliente 1108","Endereco 1108",00-000-1107,Entrega,26,0,0,2.5,28.5,23:00:00,00:41:00
1109,2011-12-17,22:39:00,"Cliente 1109","Endereco 1109",00-000-1108,Buscar,32,2.5,0,0,34.5,23:30:00,00:51:00
1110,2011-12-17,22:40:00,"Cliente 1110","Endereco 1110",00-000-1109,Entrega,23,0,0,2.5,25.5,23:10:00,00:30:00
1111,2011-12-17,22:48:00,"Cliente 1111","Endereco 1111",00-000-1110,Entrega,30,0,0,2.5,32.5,23:15:00,00:27:00
1112,2011-12-17,22:54:00,"Cliente 1112","Endereco 1112",00-000-1111,Buscar,30,0,0,0,30,23:30:00,00:36:00
1113,2011-12-17,23:12:00,"Cliente 1113","Endereco 1113",00-000-1112,Entrega,32,2.5,0,2.5,37,23:40:00,00:28:00
1114,2011-12-20,20:35:00,"Cliente 1114","Endereco 1114",00-000-1113,Entrega,27,2.5,0,2.5,32,21:30:00,00:55:00
1115,2011-12-20,20:37:00,"Cliente 1115","Endereco 1115",00-000-1114,Entrega,27,2.5,0,2.5,32,21:26:00,00:49:00
1116,2011-12-20,20:37:00,"Cliente 1116","Endereco 1116",00-000-1115,Entrega,15,0,0,2.5,17.5,21:25:00,00:48:00
1117,2011-12-20,20:40:00,"Cliente 1117","Endereco 1117",00-000-1116,Buscar,21,0,0,0,21,21:30:00,00:50:00
1118,2011-12-20,20:40:00,"Cliente 1118","Endereco 1118",00-000-1117,Buscar,31,0,0,0,31,21:30:00,00:50:00
1119,2011-12-20,20:42:00,"Cliente 1119","Endereco 1119",00-000-1118,Buscar,20,0,0,0,20,21:30:00,00:48:00
1120,2011-12-20,21:09:00,"Cliente 1120","Endereco 1120",00-000-1119,Buscar,20,0,0,0,20,21:50:00,00:41:00
1121,2011-12-20,21:22:00,"Cliente 1121","Endereco 1121",00-000-1120,Entrega,27,0,0,2.5,29.5,22:10:00,00:48:00
1122,2011-12-20,21:33:00,"Cliente 1122","Endereco 1122",00-000-1121,Entrega,18,0,0,2.5,20.5,22:10:00,00:37:00
1123,2011-12-20,21:55:00,"Cliente 1123","Endereco 1123",00-000-1122,Entrega,22,0,0,2.5,24.5,22:41:00,00:46:00
1124,2011-12-20,22:20:00,"Cliente 1124","Endereco 1124",00-000-1123,Entrega,26,0,0,2.5,28.5,23:00:00,00:40:00
1125,2011-12-20,22:20:00,"Cliente 1125","Endereco 1125",00-000-1124,Entrega,30,0,0,2.5,32.5,23:00:00,00:40:00
1126,2011-12-20,22:32:00,"Cliente 1126","Endereco 1126",00-000-1125,Entrega,23,0,5,3,31,23:22:00,00:50:00
1127,2011-12-20,22:32:00,"Cliente 1127","Endereco 1127",00-000-1126,Entrega,32,0,0,3,35,23:24:00,00:52:00
1128,2011-12-20,22:40:00,"Cliente 1128","Endereco 1128",00-000-1127,Entrega,22,0,0,3,25,23:00:00,00:20:00
1129,2011-12-20,23:07:00,"Cliente 1129","Endereco 1129",00-000-1128,Buscar,30,0,0,0,30,23:30:00,00:23:00
1130,2011-12-20,23:19:00,"Cliente 1130","Endereco 1130",00-000-1129,Entrega,22,0,4.5,2.5,29,23:55:00,00:36:00
1131,2011-12-20,23:05:00,"Cliente 1131","Endereco 1131",00-000-1130,Buscar,22,0,5,0,27,23:55:00,00:50:00
1132,2011-12-21,18:23:00,"Cliente 1132","Endereco 1132",00-000-1131,Entrega,20,0,0,2.5,22.5,19:00:00,00:37:00
1133,2011-12-21,18:55:00,"Cliente 1133","Endereco 1133",00-000-1132,Entrega,20,3,0,2.5,25.5,19:50:00,00:55:00
1134,2011-12-21,19:10:00,"Cliente 1134","Endereco 1134",00-000-1133,Entrega,26,0,0,3,29,19:40:00,00:30:00
1135,2011-12-21,19:13:00,"Cliente 1135","Endereco 1135",00-000-1134,Entrega,30,0,0,3,33,20:00:00,00:47:00
1136,2011-12-21,19:34:00,"Cliente 1136","Endereco 1136",00-000-1135,Buscar,20,0,0,0,20,20:20:00,00:46:00
1137,2011-12-21,19:57:00,"Cliente 1137","Endereco 1137",00-000-1136,Entrega,20,0,0,2.5,22.5,20:40:00,00:43:00
1138,2011-12-21,20:17:00,"Cliente 1138","Endereco 1138",00-000-1137,Buscar,30,0,0,0,30,21:00:00,00:43:00
1139,2011-12-21,20:20:00,"Cliente 1139","Endereco 1139",00-000-1138,Entrega,26,0,0,2.5,28.5,21:00:00,00:40:00
1140,2011-12-21,20:34:00,"Cliente 1140","Endereco 1140",00-000-1139,Buscar,26,0,0,0,26,21:20:00,00:46:00
1141,2011-12-21,20:35:00,"Cliente 1141","Endereco 1141",00-000-1140,Buscar,30,0,4.5,0,34.5,21:20:00,00:45:00
1142,2011-12-21,20:39:00,"Cliente 1142","Endereco 1142",00-000-1141,Entrega,30,0,0,3,33,21:34:00,00:55:00
1143,2011-12-21,20:39:00,"Cliente 1143","Endereco 1143",00-000-1142,Entrega,28,0,0,3,31,21:20:00,00:41:00
1144,2011-12-21,20:39:00,"Cliente 1144","Endereco 1144",00-000-1143,Entrega,20,0,0,2.5,22.5,21:02:00,00:23:00
1145,2011-12-21,21:16:00,"Cliente 1145","Endereco 1145",00-000-1144,Buscar,36,0,4,0,40,22:00:00,00:44:00
1146,2011-12-21,21:32:00,"Cliente 1146","Endereco 1146",00-000-1145,Buscar,30,0,0,0,30,22:15:00,00:43:00
1147,2011-12-21,22:06:00,"Cliente 1147","Endereco 1147",00-000-1146,Entrega,21,0,0,2.5,23.5,22:50:00,00:44:00
1148,2011-12-21,22:11:00,"Cliente 1148","Endereco 1148",00-000-1147,Entrega,26,0,0,3,29,22:40:00,00:29:00
1149,2011-12-21,22:17:00,"Cliente 1149","Endereco 1149",00-000-1148,Entrega,29,0,0,3,32,23:00:00,00:43:00
1150,2011-12-21,22:29:00,"Cliente 1150","Endereco 1150",00-000-1149,buscar,19.5,0,0,0,19.5,23:00:00,00:31:00
1151,2011-12-21,23:28:00,"Cliente 1151","Endereco 1151",00-000-1150,Buscar,31,2.5,0,0,33.5,23:55:00,00:27:00
1152,2011-12-21,23:30:00,"Cliente 1152","Endereco 1152",00-000-1151,Buscar,28,2.5,0,0,30.5,23:55:00,00:25:00
1153,2011-12-22,18:00:00,"Cliente 1153","Endereco 1153",00-000-1152,Buscar,20,0,0,0,20,18:50:00,00:50:00
1154,2011-12-22,18:10:00,"Cliente 1154","Endereco 1154",00-000-1153,Buscar,27,2.5,0,0,29.5,19:00:00,00:50:00
1155,2011-12-22,18:15:00,"Cliente 1155","Endereco 1155",00-000-1154,Entrega,28,0,0,3,31,19:00:00,00:45:00
1156,2011-12-22,18:31:00,"Cliente 1156","Endereco 1156",00-000-1155,Entrega,28,0,0,3,31,19:15:00,00:44:00
1157,2011-12-22,19:23:00,"Cliente 1157","Endereco 1157",00-000-1156,Entrega,30,0,4,3,37,20:00:00,00:37:00
1158,2011-12-22,19:23:00,"Cliente 1158","Endereco 1158",00-000-1157,Entrega,22,0,0,3,25,20:00:00,00:37:00
1159,2011-12-22,19:37:00,"Cliente 1159","Endereco 1159",00-000-1158,Buscar,36,0,0,0,36,20:30:00,00:53:00
1160,2011-12-22,19:43:00,"Cliente 1160","Endereco 1160",00-000-1159,Buscar,28,0,0,0,28,20:30:00,00:47:00
1161,2011-12-22,19:43:00,"Cliente 1161","Endereco 1161",00-000-1160,Entrega,32,0,0,3,35,20:30:00,00:47:00
1162,2011-12-22,19:46:00,"Cliente 1162","Endereco 1162",00-000-1161,Entrega,18,0,0,3,21,20:25:00,00:39:00
1163,2011-12-22,19:56:00,"Cliente 1163","Endereco 1163",00-000-1162,Buscar,26,0,0,0,26,20:33:00,00:37:00
1164,2011-12-22,20:02:00,"Cliente 1164","Endereco 1164",00-000-1163,Buscar,38,0,0,0,38,20:40:00,00:38:00
1165,2011-12-22,20:06:00,"Cliente 1165","Endereco 1165",00-000-1164,Entrega,23,0,2,3,28,20:50:00,00:44:00
1166,2011-12-22,20:25:00,"Cliente 1166","Endereco 1166",00-000-1165,Buscar,27,3,0,0,30,21:20:00,00:55:00
1167,2011-12-22,20:41:00,"Cliente 1167","Endereco 1167",00-000-1166,Entrega,30,0,0,3,33,21:30:00,00:49:00
1168,2011-12-22,21:12:00,"Cliente 1168","Endereco 1168",00-000-1167,Entrega,18,0,0,3,21,22:00:00,00:48:00
1169,2011-12-22,21:17:00,"Cliente 1169","Endereco 1169",00-000-1168,Buscar,19,0,4.5,0,23.5,22:00:00,00:43:00
1170,2011-12-22,21:22:00,"Cliente 1170","Endereco 1170",00-000-1169,Entrega,17,0,0,3,20,22:00:00,00:38:00
1171,2011-12-22,21:40:00,"Cliente 1171","Endereco 1171",00-000-1170,Buscar,22,0,0,0,22,22:30:00,00:50:00
1172,2011-12-22,21:58:00,"Cliente 1172","Endereco 1172",00-000-1171,Buscar,36,0,0,0,36,22:30:00,00:32:00
1173,2011-12-22,22:07:00,"Cliente 1173","Endereco 1173",00-000-1172,Buscar,30,0,0,0,30,22:53:00,00:46:00
1174,2011-12-22,22:40:00,"Cliente 1174","Endereco 1174",00-000-1173,Entrega,30,3,0,3,36,23:30:00,00:50:00
1175,2011-12-22,22:42:00,"Cliente 1175","Endereco 1175",00-000-1174,Entrega,21,2.5,0,3,26.5,23:30:00,00:48:00
1176,2011-12-22,22:47:00,"Cliente 1176","Endereco 1176",00-000-1175,Buscar,17,0,0,0,17,23:13:00,00:26:00
1177,2011-12-22,22:52:00,"Cliente 1177","Endereco 1177",00-000-1176,Entrega,28,0,5,4,37,23:37:00,00:45:00
1178,2011-12-22,22:55:00,"Cliente 1178","Endereco 1178",00-000-1177,Buscar,30,0,5,0,35,23:30:00,00:35:00
1179,2011-12-23,17:50:00,"Cliente 1179","Endereco 1179",00-000-1178,Entrega,23,0,0,2.5,25.5,18:40:00,00:50:00
1180,2011-12-23,18:37:00,"Cliente 1180","Endereco 1180",00-000-1179,Buscar,30,0,0,0,30,19:15:00,00:38:00
1181,2011-12-23,18:51:00,"Cliente 1181","Endereco 1181",00-000-1180,Buscar,28,0,0,0,28,19:20:00,00:29:00
1182,2011-12-23,19:07:00,"Cliente 1182","Endereco 1182",00-000-1181,Entrega,30,0,0,2.5,32.5,20:00:00,00:53:00
1183,2011-12-23,19:11:00,"Cliente 1183","Endereco 1183",00-000-1182,Buscar,28,3,0,0,31,20:00:00,00:49:00
1184,2011-12-23,19:14:00,"Cliente 1184","Endereco 1184",00-000-1183,Entrega,27,0,0,4,31,20:00:00,00:46:00
1185,2011-12-23,19:14:00,"Cliente 1185","Endereco 1185",00-000-1184,Entrega,30,0,8.5,2.5,41,19:50:00,00:36:00
1186,2011-12-23,19:19:00,"Cliente 1186","Endereco 1186",00-000-1185,Buscar,28,0,0,0,28,20:00:00,00:41:00
1187,2011-12-23,19:21:00,"Cliente 1187","Endereco 1187",00-000-1186,Entrega,20,0,0,2.5,22.5,20:00:00,00:39:00
1188,2011-12-23,19:25:00,"Cliente 1188","Endereco 1188",00-000-1187,Entrega,30,0,0,3,33,20:10:00,00:45:00
1189,2011-12-23,19:44:00,"Cliente 1189","Endereco 1189",00-000-1188,Entrega,26,0,0,3,29,20:30:00,00:46:00
1190,2011-12-23,19:47:00,"Cliente 1190","Endereco 1190",00-000-1189,Entrega,32,0,0,3,35,20:30:00,00:43:00
1191,2011-12-23,19:50:00,"Cliente 1191","Endereco 1191",00-000-1190,Entrega,25,0,0,3,28,20:25:00,00:35:00
1192,2011-12-23,20:15:00,"Cliente 1192","Endereco 1192",00-000-1191,Entrega,36,0,0,2.5,38.5,21:00:00,00:45:00
1193,2011-12-23,20:35:00,"Cliente 1193","Endereco 1193",00-000-1192,Buscar,30,0,0,0,30,21:10:00,00:35:00
1194,2011-12-23,20:42:00,"Cliente 1194","Endereco 1194",00-000-1193,Entrega,23,0,0,3,26,21:30:00,00:48:00
1195,2011-12-23,20:45:00,"Cliente 1195","Endereco 1195",00-000-1194,Buscar,36,0,0,0,36,21:30:00,00:45:00
1196,2011-12-23,20:47:00,"Cliente 1196","Endereco 1196",00-000-1195,Buscar,30,0,0,0,30,21:30:00,00:43:00
1197,2011-12-23,21:11:00,"Cliente 1197","Endereco 1197",00-000-1196,Entrega,23,0,0,2.5,25.5,22:00:00,00:49:00
1198,2011-12-23,21:13:00,"Cliente 1198","Endereco 1198",00-000-1197,Buscar,28,0,0,0,28,22:00:00,00:47:00
1199,2011-12-23,21:33:00,"Cliente 1199","Endereco 1199",00-000-1198,buscar,19,0,0,0,19,22:00:00,00:27:00
1200,2011-12-23,21:48:00,"Cliente 1200","Endereco 1200",00-000-1199,Entrega,32,3,0,3,38,22:30:00,00:42:00
1201,2011-12-23,21:59:00,"Cliente 1201","Endereco 1201",00-000-1200,Buscar,12,0,0,0,12,22:40:00,00:41:00
1202,2011-12-23,22:09:00,"Cliente 1202","Endereco 1202",00-000-1201,Buscar,22,0,0,0,22,22:50:00,00:41:00
1203,2011-12-23,22:10:00,"Cliente 1203","Endereco 1203",00-000-1202,Buscar,22,0,0,0,22,22:50:00,00:40:00
1204,2011-12-23,22:38:00,"Cliente 1204","Endereco 1204",00-000-1203,Entrega,21,0,0,3,24,23:04:00,00:26:00
1205,2011-12-23,22:52:00,"Cliente 1205","Endereco 1205",00-000-1204,Entrega,28,0,4.5,3,35.5,23:30:00,00:38:00
1206,2011-12-23,22:52:00,"Cliente 1206","Endereco 1206",00-000-1205,Buscar,26,0,0,0,26,23:40:00,00:48:00
1207,2011-12-23,23:00:00,"Cliente 1207","Endereco 1207",00-000-1206,Entrega,21,0,0,3,24,23:45:00,00:45:00
1208,2011-12-23,23:06:00,"Cliente 1208","Endereco 1208",00-000-1207,Entrega,23,0,0,3,26,23:55:00,00:49:00
1209,2011-12-23,23:04:00,"Cliente 1209","Endereco 1209",00-000-1208,Entrega,30,0,0,3,33,23:30:00,00:26:00
1210,2011-12-27,23:05:00,"Cliente 1210","Endereco 1210",00-000-1209,Buscar,27,0,0,0,27,23:35:00,00:30:00
1211,2011-12-27,18:46:00,"Cliente 1211","Endereco 1211",00-000-1210,Buscar,30,2.5,0,0,32.5,19:26:00,00:40:00
1212,2011-12-27,19:11:00,"Cliente 1212","Endereco 1212",00-000-1211,Entrega,27,0,4.5,3,34.5,20:00:00,00:49:00
1213,2011-12-27,19:11:00,"Cliente 1213","Endereco 1213",00-000-1212,Entrega,26,0,0,3,29,19:45:00,00:34:00
1214,2011-12-27,19:23:00,"Cliente 1214","Endereco 1214",00-000-1213,Buscar,22,0,4.5,0,26.5,20:10:00,00:47:00
1215,2011-12-27,19:51:00,"Cliente 1215","Endereco 1215",00-000-1214,Entrega,26,0,5,3,34,20:28:00,00:37:00
1216,2011-12-27,20:08:00,"Cliente 1216","Endereco 1216",00-000-1215,Entrega,32,0,0,3,35,20:46:00,00:38:00
1217,2011-12-27,20:17:00,"Cliente 1217","Endereco 1217",00-000-1216,Entrega,23,0,0,3,26,20:48:00,00:31:00
1218,2011-12-27,20:34:00,"Cliente 1218","Endereco 1218",00-000-1217,Entrega,22,0,0,3,25,21:10:00,00:36:00
1219,2011-12-27,20:43:00,"Cliente 1219","Endereco 1219",00-000-1218,Entrega,23,0,4.5,3,30.5,21:15:00,00:32:00
1220,2011-12-27,20:57:00,"Cliente 1220","Endereco 1220",00-000-1219,Buscar,20,2.5,0,0,22.5,21:35:00,00:38:00
1221,2011-12-27,21:00:00,"Cliente 1221","Endereco 1221",00-000-1220,Buscar,30,0,0,0,30,21:44:00,00:44:00
1222,2011-12-27,21:07:00,"Cliente 1222","Endereco 1222",00-000-1221,Buscar,30,0,0,0,30,21:50:00,00:43:00
1223,2011-12-27,21:13:00,"Cliente 1223","Endereco 1223",00-000-1222,Entrega,36,0,4.5,3,43.5,22:07:00,00:54:00
1224,2011-12-27,21:13:00,"Cliente 1224","Endereco 1224",00-000-1223,Entrega,30,2.5,0,3,35.5,22:00:00,00:47:00
1225,2011-12-27,21:15:00,"Cliente 1225","Endereco 1225",00-000-1224,Entrega,23,0,4.5,3,30.5,22:00:00,00:45:00
1226,2011-12-27,21:47:00,"Cliente 1226","Endereco 1226",00-000-1225,Entrega,30,0,0,3,33,22:20:00,00:33:00
1227,2011-12-27,21:55:00,"Cliente 1227","Endereco 1227",00-000-1226,Entrega,27,2.5,0,3,32.5,22:40:00,00:45:00
1228,2011-12-28,18:40:00,"Cliente 1228","Endereco 1228",00-000-1227,Buscar,30,0,0,0,30,19:00:00,00:20:00
1229,2011-12-28,18:51:00,"Cliente 1229","Endereco 1229",00-000-1228,Entrega,15,0,0,2.5,17.5,19:30:00,00:39:00
1230,2011-12-28,18:55:00,"Cliente 1230","Endereco 1230",00-000-1229,Entrega,21,0,0,2.5,23.5,19:40:00,00:45:00
1231,2011-12-28,19:12:00,"Cliente 1231","Endereco 1231",00-000-1230,Entrega,18,0,4.5,2.5,25,20:00:00,00:48:00
1232,2011-12-28,19:13:00,"Cliente 1232","Endereco 1232",00-000-1231,Buscar,23,0,0,0,23,20:00:00,00:47:00
1233,2011-12-28,19:15:00,"Cliente 1233","Endereco 1233",00-000-1232,Buscar,25.5,0,0,0,25.5,20:00:00,00:45:00
1234,2011-12-28,19:55:00,"Cliente 1234","Endereco 1234",00-000-1233,Entrega,23,0,0,2.5,25.5,20:33:00,00:38:00
1235,2011-12-28,20:00:00,"Cliente 1235","Endereco 1235",00-000-1234,Entrega,23,0,0,2.5,25.5,20:36:00,00:36:00
1236,2011-12-28,20:01:00,"Cliente 1236","Endereco 1236",00-000-1235,Entrega,28,0,0,3,31,20:43:00,00:42:00
1237,2011-12-28,20:02:00,"Cliente 1237","Endereco 1237",00-000-1236,Buscar,20,0,0,0,20,20:47:00,00:45:00
1238,2011-12-28,20:07:00,"Cliente 1238","Endereco 1238",00-000-1237,Entrega,22,0,5,4,31,20:57:00,00:50:00
1239,2011-12-28,20:15:00,"Cliente 1239","Endereco 1239",00-000-1238,Buscar,30,0,4.5,0,34.5,21:00:00,00:45:00
1240,2011-12-28,20:45:00,"Cliente 1240","Endereco 1240",00-000-1239,Entrega,26,0,5,4,35,21:30:00,00:45:00
1241,2011-12-28,20:57:00,"Cliente 1241","Endereco 1241",00-000-1240,Buscar,23,0,0,0,23,21:30:00,00:33:00
1242,2011-12-28,21:08:00,"Cliente 1242","Endereco 1242",00-000-1241,Buscar,32,0,5,0,37,21:55:00,00:47:00
1243,2011-12-28,21:10:00,"Cliente 1243","Endereco 1243",00-000-1242,Buscar,30,0,5,0,35,21:50:00,00:40:00
1244,2011-12-28,21:15:00,"Cliente 1244","Endereco 1244",00-000-1243,Buscar,28,2.5,0,0,30.5,22:00:00,00:45:00
1245,2011-12-28,21:33:00,"Cliente 1245","Endereco 1245",00-000-1244,Entrega,28,0,4.5,2.5,35,22:10:00,00:37:00
1246,2011-12-28,21:34:00,"Cliente 1246","Endereco 1246",00-000-1245,Buscar,26,0,0,0,26,22:15:00,00:41:00
1247,2011-12-28,21:40:00,"Cliente 1247","Endereco 1247",00-000-1246,Entrega,21,0,4.5,2.5,28,22:00:00,00:20:00
1248,2011-12-28,22:13:00,"Cliente 1248","Endereco 1248",00-000-1247,Entrega,21,0,0,4,25,22:50:00,00:37:00
1249,2011-12-28,22:24:00,"Cliente 1249","Endereco 1249",00-000-1248,Entrega,23,0,0,3,26,23:12:00,00:48:00
1250,2011-12-28,22:34:00,"Cliente 1250","Endereco 1250",00-000-1249,Buscar,21,0,0,0,21,23:16:00,00:42:00
1251,2011-12-29,18:05:00,"Cliente 1251","Endereco 1251",00-000-1250,Buscar,13,0,4.5,0,17.5,19:00:00,00:55:00
1252,2011-12-29,18:10:00,"Cliente 1252","Endereco 1252",00-000-1251,Entrega,20,0,0,3,23,19:00:00,00:50:00
1253,2011-12-29,18:15:00,"Cliente 1253","Endereco 1253",00-000-1252,Buscar,30,0,0,0,30,19:00:00,00:45:00
1254,2011-12-29,18:20:00,"Cliente 1254","Endereco 1254",00-000-1253,Buscar,28,0,0,0,28,19:00:00,00:40:00
1255,2011-12-29,18:25:00,"Cliente 1255","Endereco 1255",00-000-1254,Buscar,30,0,0,0,30,19:10:00,00:45:00
1256,2011-12-29,18:30:00,"Cliente 1256","Endereco 1256",00-000-1255,Entrega,30,3,4.5,2.5,40,19:15:00,00:45:00
1257,2011-12-29,19:07:00,"Cliente 1257","Endereco 1257",00-000-1256,Entrega,32,0,0,3,35,19:44:00,00:37:00
1258,2011-12-29,19:21:00,"Cliente 1258","Endereco 1258",00-000-1257,Entrega,32,0,0,3,35,19:50:00,00:29:00
1259,2011-12-29,19:31:00,"Cliente 1259","Endereco 1259",00-000-1258,Buscar,30,0,0,0,30,20:10:00,00:39:00
1260,2011-12-29,19:36:00,"Cliente 1260","Endereco 1260",00-000-1259,Buscar,27,0,0,0,27,20:02:00,00:26:00
1261,2011-12-29,19:54:00,"Cliente 1261","Endereco 1261",00-000-1260,Entrega,28,0,0,2.5,30.5,20:30:00,00:36:00
1262,2011-12-29,19:59:00,"Cliente 1262","Endereco 1262",00-000-1261,Buscar,30,0,0,0,30,20:40:00,00:41:00
1263,2011-12-29,20:04:00,"Cliente 1263","Endereco 1263",00-000-1262,Entrega,22,0,0,2.5,24.5,20:59:00,00:55:00
1264,2011-12-29,20:17:00,"Cliente 1264","Endereco 1264",00-000-1263,Entrega,28,0,4.5,2.5,35,21:00:00,00:43:00
1265,2011-12-29,20:31:00,"Cliente 1265","Endereco 1265",00-000-1264,Entrega,21,0,0,2.5,23.5,21:24:00,00:53:00
1266,2011-12-29,20:35:00,"Cliente 1266","Endereco 1266",00-000-1265,Entrega,20,0,0,2.5,22.5,21:20:00,00:45:00
1267,2011-12-29,20:40:00,"Cliente 1267","Endereco 1267",00-000-1266,Buscar,23,0,0,0,23,21:20:00,00:40:00
1268,2011-12-29,21:00:00,"Cliente 1268","Endereco 1268",00-000-1267,Entrega,23,0,0,3,26,21:48:00,00:48:00
1269,2011-12-29,21:03:00,"Cliente 1269","Endereco 1269",00-000-1268,Entrega,23,0,4.5,2.5,30,21:50:00,00:47:00
1270,2011-12-29,21:08:00,"Cliente 1270","Endereco 1270",00-000-1269,Entrega,32,2.5,0,2.5,37,22:02:00,00:54:00
1271,2011-12-29,21:13:00,"Cliente 1271","Endereco 1271",00-000-1270,Entrega,28,0,0,3,31,21:40:00,00:27:00
1272,2011-12-29,21:16:00,"Cliente 1272","Endereco 1272",00-000-1271,Entrega,32,0,0,3,35,22:00:00,00:44:00
1273,2011-12-29,21:19:00,"Cliente 1273","Endereco 1273",00-000-1272,Buscar,22.5,0,0,0,22.5,22:00:00,00:41:00
1274,2011-12-29,21:19:00,"Cliente 1274","Endereco 1274",00-000-1273,Entrega,18,0,0,2.5,20.5,22:00:00,00:41:00
1275,2011-12-29,21:23:00,"Cliente 1275","Endereco 1275",00-000-1274,Entrega,30,0,0,2.5,32.5,21:48:00,00:25:00
1276,2011-12-29,21:28:00,"Cliente 1276","Endereco 1276",00-000-1275,Entrega,23,3,0,2.5,28.5,22:10:00,00:42:00
